FltNum,DptrDate,DptrTime,DptrStn,ArrvDate,ArrvTime,ArrvStn,Comp
FB470,8/22/2019,15:00,HOM,8/22/2019,16:15,TGD,C1F1
FB1102,8/22/2019,15:00,SXA,8/22/2019,17:40,TGD,C1F1
FB30,8/22/2019,15:00,OOJ,8/22/2019,16:15,TGD,C1F1
FB470,8/23/2019,15:00,HOM,8/23/2019,16:15,TGD,C1F1
FB1102,8/23/2019,15:00,SXA,8/23/2019,17:40,TGD,C1F1
FB30,8/23/2019,15:00,OOJ,8/23/2019,16:15,TGD,C1F1
FB470,8/24/2019,15:00,HOM,8/24/2019,16:15,TGD,C1F1
FB1102,8/24/2019,15:00,OOJ,8/24/2019,16:15,TGD,C1F1
FB30,8/25/2019,15:00,HOM,8/25/2019,16:15,TGD,C1F1
FB470,8/25/2019,15:00,OOJ,8/25/2019,16:15,TGD,C1F1
FB1102,8/26/2019,15:00,HOM,8/26/2019,16:15,TGD,C1F1
FB30,8/26/2019,15:00,OOJ,8/26/2019,16:15,TGD,C1F1
FB1102,8/27/2019,15:00,HOM,8/27/2019,16:15,TGD,C1F1
FB30,8/27/2019,15:00,OOJ,8/27/2019,16:15,TGD,C1F1
FB1102,8/28/2019,15:00,HOM,8/28/2019,16:15,TGD,C1F1
FB30,8/28/2019,15:00,OOJ,8/28/2019,16:15,TGD,C1F1
FB1102,8/1/2019,15:05,FBX,8/1/2019,16:55,TGD,C1F1
FB30,8/2/2019,15:05,FBX,8/2/2019,16:55,TGD,C1F1
FB1102,8/3/2019,15:05,FBX,8/3/2019,16:55,TGD,C1F1
FB30,8/4/2019,15:05,FBX,8/4/2019,16:55,TGD,C1F1
FB1102,8/5/2019,15:05,FBX,8/5/2019,16:55,TGD,C1F1
FB258,8/6/2019,15:05,FBX,8/6/2019,16:55,TGD,C1F1
FB258,8/7/2019,15:05,FBX,8/7/2019,16:55,TGD,C1F1
FB258,8/8/2019,15:05,FBX,8/8/2019,16:55,TGD,C1F1
FB258,8/9/2019,15:05,FBX,8/9/2019,16:55,TGD,C1F1
FB258,8/10/2019,15:05,FBX,8/10/2019,16:55,TGD,C1F1
FB258,8/11/2019,15:05,FBX,8/11/2019,16:55,TGD,C1F1
FB258,8/12/2019,15:05,FBX,8/12/2019,16:55,TGD,C1F1
FB258,8/13/2019,15:05,FBX,8/13/2019,16:55,TGD,C1F1
FB258,8/14/2019,15:05,FBX,8/14/2019,16:55,TGD,C1F1
FB258,8/15/2019,15:05,FBX,8/15/2019,16:55,TGD,C1F1
FB258,8/16/2019,15:05,FBX,8/16/2019,16:55,TGD,C1F1
FB258,8/17/2019,15:05,FBX,8/17/2019,16:55,TGD,C1F1
FB258,8/18/2019,15:05,FBX,8/18/2019,16:55,TGD,C1F1
FB258,8/19/2019,15:05,FBX,8/19/2019,16:55,TGD,C1F1
FB258,8/20/2019,15:05,FBX,8/20/2019,16:55,TGD,C1F1
FB258,8/21/2019,15:05,FBX,8/21/2019,16:55,TGD,C1F1
FB258,8/22/2019,15:05,FBX,8/22/2019,16:55,TGD,C1F1
FB258,8/23/2019,15:05,FBX,8/23/2019,16:55,TGD,C1F1
FB258,8/24/2019,15:05,FBX,8/24/2019,16:55,TGD,C1F1
FB258,8/25/2019,15:05,FBX,8/25/2019,16:55,TGD,C1F1
FB258,8/26/2019,15:05,FBX,8/26/2019,16:55,TGD,C1F1
FB258,8/27/2019,15:05,FBX,8/27/2019,16:55,TGD,C1F1
FB258,8/28/2019,15:05,FBX,8/28/2019,16:55,TGD,C1F1
FB258,8/1/2019,15:10,HOM,8/1/2019,16:25,TGD,C1F1
FB258,8/2/2019,15:10,HOM,8/2/2019,16:25,TGD,C1F1
FB258,8/3/2019,15:10,HOM,8/3/2019,16:25,TGD,C1F1
FB258,8/4/2019,15:10,HOM,8/4/2019,16:25,TGD,C1F1
FB258,8/5/2019,15:10,HOM,8/5/2019,16:25,TGD,C1F1
FB990,8/6/2019,15:10,HOM,8/6/2019,16:25,TGD,C1F1
FB990,8/7/2019,15:10,HOM,8/7/2019,16:25,TGD,C1F1
FB990,8/8/2019,15:10,HOM,8/8/2019,16:25,TGD,C1F1
FB990,8/9/2019,15:10,HOM,8/9/2019,16:25,TGD,C1F1
FB990,8/10/2019,15:10,HOM,8/10/2019,16:25,TGD,C1F1
FB990,8/11/2019,15:10,HOM,8/11/2019,16:25,TGD,C1F1
FB990,8/12/2019,15:10,HOM,8/12/2019,16:25,TGD,C1F1
FB990,8/13/2019,15:10,HOM,8/13/2019,16:25,TGD,C1F1
FB990,8/14/2019,15:10,HOM,8/14/2019,16:25,TGD,C1F1
FB990,8/15/2019,15:10,HOM,8/15/2019,16:25,TGD,C1F1
FB990,8/16/2019,15:10,HOM,8/16/2019,16:25,TGD,C1F1
FB990,8/17/2019,15:10,HOM,8/17/2019,16:25,TGD,C1F1
FB990,8/18/2019,15:10,HOM,8/18/2019,16:25,TGD,C1F1
FB990,8/19/2019,15:10,HOM,8/19/2019,16:25,TGD,C1F1
FB990,8/20/2019,15:10,HOM,8/20/2019,16:25,TGD,C1F1
FB990,8/21/2019,15:10,HOM,8/21/2019,16:25,TGD,C1F1
FB990,8/22/2019,15:10,HOM,8/22/2019,16:25,TGD,C1F1
FB990,8/23/2019,15:10,HOM,8/23/2019,16:25,TGD,C1F1
FB990,8/24/2019,15:10,HOM,8/24/2019,16:25,TGD,C1F1
FB990,8/25/2019,15:10,HOM,8/25/2019,16:25,TGD,C1F1
FB990,8/26/2019,15:10,HOM,8/26/2019,16:25,TGD,C1F1
FB990,8/27/2019,15:10,HOM,8/27/2019,16:25,TGD,C1F1
FB990,8/28/2019,15:10,HOM,8/28/2019,16:25,TGD,C1F1
FB990,8/1/2019,15:15,SXA,8/1/2019,16:50,GKU,C1F1
FB990,8/2/2019,15:15,SXA,8/2/2019,16:50,GKU,C1F1
FB990,8/3/2019,15:15,SXA,8/3/2019,16:50,GKU,C1F1
FB990,8/4/2019,15:15,SXA,8/4/2019,16:50,GKU,C1F1
FB990,8/5/2019,15:15,SXA,8/5/2019,16:50,GKU,C1F1
FB1872,8/6/2019,15:15,SXA,8/6/2019,16:50,GKU,C1F1
FB1872,8/7/2019,15:15,SXA,8/7/2019,16:50,GKU,C1F1
FB1872,8/8/2019,15:15,SXA,8/8/2019,16:50,GKU,C1F1
FB1872,8/9/2019,15:15,SXA,8/9/2019,16:50,GKU,C1F1
FB1872,8/10/2019,15:15,SXA,8/10/2019,16:50,GKU,C1F1
FB1872,8/11/2019,15:15,SXA,8/11/2019,16:50,GKU,C1F1
FB1872,8/12/2019,15:15,SXA,8/12/2019,16:50,GKU,C1F1
FB1872,8/13/2019,15:15,SXA,8/13/2019,16:50,GKU,C1F1
FB1872,8/14/2019,15:15,SXA,8/14/2019,16:50,GKU,C1F1
FB1872,8/15/2019,15:15,SXA,8/15/2019,16:50,GKU,C1F1
FB1872,8/16/2019,15:15,SXA,8/16/2019,16:50,GKU,C1F1
FB1872,8/17/2019,15:15,SXA,8/17/2019,16:50,GKU,C1F1
FB1872,8/18/2019,15:15,SXA,8/18/2019,16:50,GKU,C1F1
FB1872,8/19/2019,15:15,SXA,8/19/2019,16:50,GKU,C1F1
FB1872,8/20/2019,15:15,SXA,8/20/2019,16:50,GKU,C1F1
FB1872,8/21/2019,15:15,SXA,8/21/2019,16:50,GKU,C1F1
FB1872,8/22/2019,15:15,SXA,8/22/2019,16:50,GKU,C1F1
FB1872,8/23/2019,15:15,SXA,8/23/2019,16:50,GKU,C1F1
FB1872,8/24/2019,15:15,SXA,8/24/2019,16:50,GKU,C1F1
FB1872,8/25/2019,15:15,SXA,8/25/2019,16:50,GKU,C1F1
FB1872,8/26/2019,15:15,SXA,8/26/2019,16:50,GKU,C1F1
FB1872,8/27/2019,15:15,SXA,8/27/2019,16:50,GKU,C1F1
FB1872,8/1/2019,15:15,XNZ,8/1/2019,16:35,TGD,C1F1
FB1872,8/2/2019,15:15,XNZ,8/2/2019,16:35,TGD,C1F1
FB1872,8/3/2019,15:15,XNZ,8/3/2019,16:35,TGD,C1F1
FB1872,8/4/2019,15:15,XNZ,8/4/2019,16:35,TGD,C1F1
FB1872,8/5/2019,15:15,XNZ,8/5/2019,16:35,TGD,C1F1
FB568,8/6/2019,15:15,XNZ,8/6/2019,16:35,TGD,C1F1
FB568,8/7/2019,15:15,XNZ,8/7/2019,16:35,TGD,C1F1
FB568,8/8/2019,15:15,XNZ,8/8/2019,16:35,TGD,C1F1
FB568,8/9/2019,15:15,XNZ,8/9/2019,16:35,TGD,C1F1
FB568,8/10/2019,15:15,XNZ,8/10/2019,16:35,TGD,C1F1
FB568,8/11/2019,15:15,XNZ,8/11/2019,16:35,TGD,C1F1
FB568,8/12/2019,15:15,XNZ,8/12/2019,16:35,TGD,C1F1
FB568,8/13/2019,15:15,XNZ,8/13/2019,16:35,TGD,C1F1
FB568,8/14/2019,15:15,XNZ,8/14/2019,16:35,TGD,C1F1
FB568,8/15/2019,15:15,XNZ,8/15/2019,16:35,TGD,C1F1
FB568,8/16/2019,15:15,XNZ,8/16/2019,16:35,TGD,C1F1
FB568,8/17/2019,15:15,XNZ,8/17/2019,16:35,TGD,C1F1
FB568,8/18/2019,15:15,XNZ,8/18/2019,16:35,TGD,C1F1
FB568,8/19/2019,15:15,XNZ,8/19/2019,16:35,TGD,C1F1
FB568,8/20/2019,15:15,XNZ,8/20/2019,16:35,TGD,C1F1
FB568,8/21/2019,15:15,XNZ,8/21/2019,16:35,TGD,C1F1
FB568,8/23/2019,15:15,XNZ,8/23/2019,16:35,TGD,C1F1
FB568,8/24/2019,15:15,XNZ,8/24/2019,16:35,TGD,C1F1
FB568,8/25/2019,15:15,XNZ,8/25/2019,16:35,TGD,C1F1
FB568,8/26/2019,15:15,XNZ,8/26/2019,16:35,TGD,C1F1
FB568,8/27/2019,15:15,XNZ,8/27/2019,16:35,TGD,C1F1
FB568,8/28/2019,15:15,XNZ,8/28/2019,16:35,TGD,C1F1
FB568,8/1/2019,15:15,SXA,8/1/2019,16:50,XMJ,C1F1
FB568,8/2/2019,15:15,SXA,8/2/2019,16:50,XMJ,C1F1
FB568,8/3/2019,15:15,SXA,8/3/2019,16:50,XMJ,C1F1
FB568,8/4/2019,15:15,SXA,8/4/2019,16:50,XMJ,C1F1
FB568,8/5/2019,15:15,SXA,8/5/2019,16:50,XMJ,C1F1
FB1868,8/6/2019,15:15,SXA,8/6/2019,16:50,XMJ,C1F1
FB1868,8/7/2019,15:15,SXA,8/7/2019,16:50,XMJ,C1F1
FB1868,8/8/2019,15:15,SXA,8/8/2019,16:50,XMJ,C1F1
FB1868,8/9/2019,15:15,SXA,8/9/2019,16:50,XMJ,C1F1
FB1868,8/10/2019,15:15,SXA,8/10/2019,16:50,XMJ,C1F1
FB1868,8/11/2019,15:15,SXA,8/11/2019,16:50,XMJ,C1F1
FB1868,8/12/2019,15:15,SXA,8/12/2019,16:50,XMJ,C1F1
FB1868,8/13/2019,15:15,SXA,8/13/2019,16:50,XMJ,C1F1
FB1868,8/14/2019,15:15,SXA,8/14/2019,16:50,XMJ,C1F1
FB1868,8/15/2019,15:15,SXA,8/15/2019,16:50,XMJ,C1F1
FB1868,8/16/2019,15:15,SXA,8/16/2019,16:50,XMJ,C1F1
FB1868,8/17/2019,15:15,SXA,8/17/2019,16:50,XMJ,C1F1
FB1868,8/18/2019,15:15,SXA,8/18/2019,16:50,XMJ,C1F1
FB1868,8/19/2019,15:15,SXA,8/19/2019,16:50,XMJ,C1F1
FB1868,8/20/2019,15:15,SXA,8/20/2019,16:50,XMJ,C1F1
FB1868,8/21/2019,15:15,SXA,8/21/2019,16:50,XMJ,C1F1
FB1868,8/22/2019,15:15,SXA,8/22/2019,16:50,XMJ,C1F1
FB1868,8/23/2019,15:15,SXA,8/23/2019,16:50,XMJ,C1F1
FB1868,8/24/2019,15:15,SXA,8/24/2019,16:50,XMJ,C1F1
FB1868,8/27/2019,15:15,SXA,8/27/2019,16:50,XMJ,C1F1
FB1868,8/28/2019,15:15,SXA,8/28/2019,16:50,XMJ,C1F1
FB1868,8/11/2019,15:20,OXU,8/11/2019,16:40,TGD,C1F1
FB1868,8/12/2019,15:20,OXU,8/12/2019,16:40,TGD,C1F1
FB1868,8/13/2019,15:20,OXU,8/13/2019,16:40,TGD,C1F1
FB1868,8/14/2019,15:20,OXU,8/14/2019,16:40,TGD,C1F1
FB1868,8/15/2019,15:20,OXU,8/15/2019,16:40,TGD,C1F1
FB284,8/16/2019,15:20,OXU,8/16/2019,16:40,TGD,C1F1
FB284,8/17/2019,15:20,OXU,8/17/2019,16:40,TGD,C1F1
FB284,8/18/2019,15:20,OXU,8/18/2019,16:40,TGD,C1F1
FB284,8/19/2019,15:20,OXU,8/19/2019,16:40,TGD,C1F1
FB284,8/20/2019,15:20,OXU,8/20/2019,16:40,TGD,C1F1
FB284,8/1/2019,15:25,TGD,8/1/2019,17:00,BCJ,C1F1
FB284,8/2/2019,15:25,TGD,8/2/2019,17:00,BCJ,C1F1
FB284,8/3/2019,15:25,TGD,8/3/2019,17:00,BCJ,C1F1
FB284,8/4/2019,15:25,TGD,8/4/2019,17:00,BCJ,C1F1
FB284,8/5/2019,15:25,TGD,8/5/2019,17:00,BCJ,C1F1
FB697,8/6/2019,15:25,TGD,8/6/2019,17:00,BCJ,C1F1
FB697,8/7/2019,15:25,TGD,8/7/2019,17:00,BCJ,C1F1
FB697,8/8/2019,15:25,TGD,8/8/2019,17:00,BCJ,C1F1
FB697,8/9/2019,15:25,TGD,8/9/2019,17:00,BCJ,C1F1
FB697,8/10/2019,15:25,TGD,8/10/2019,17:00,BCJ,C1F1
FB697,8/11/2019,15:25,TGD,8/11/2019,17:00,BCJ,C1F1
FB697,8/12/2019,15:25,TGD,8/12/2019,17:00,BCJ,C1F1
FB697,8/13/2019,15:25,TGD,8/13/2019,17:00,BCJ,C1F1
FB697,8/14/2019,15:25,TGD,8/14/2019,17:00,BCJ,C1F1
FB697,8/15/2019,15:25,TGD,8/15/2019,17:00,BCJ,C1F1
FB697,8/16/2019,15:25,TGD,8/16/2019,17:00,BCJ,C1F1
FB697,8/17/2019,15:25,TGD,8/17/2019,17:00,BCJ,C1F1
FB697,8/19/2019,15:25,TGD,8/19/2019,17:00,BCJ,C1F1
FB697,8/20/2019,15:25,TGD,8/20/2019,17:00,BCJ,C1F1
FB697,8/21/2019,15:25,TGD,8/21/2019,17:00,BCJ,C1F1
FB697,8/22/2019,15:25,TGD,8/22/2019,17:00,BCJ,C1F1
FB697,8/23/2019,15:25,TGD,8/23/2019,17:00,BCJ,C1F1
FB697,8/24/2019,15:25,TGD,8/24/2019,17:00,BCJ,C1F1
FB697,8/25/2019,15:25,TGD,8/25/2019,17:00,BCJ,C1F1
FB697,8/26/2019,15:25,TGD,8/26/2019,17:00,BCJ,C1F1
FB697,8/27/2019,15:25,TGD,8/27/2019,17:00,BCJ,C1F1
FB697,8/28/2019,15:25,TGD,8/28/2019,17:00,BCJ,C1F1
FB697,8/1/2019,15:25,FBX,8/1/2019,17:10,SXA,C1F1
FB697,8/2/2019,15:25,FBX,8/2/2019,17:10,SXA,C1F1
FB697,8/3/2019,15:25,FBX,8/3/2019,17:10,SXA,C1F1
FB697,8/4/2019,15:25,FBX,8/4/2019,17:10,SXA,C1F1
FB697,8/5/2019,15:25,FBX,8/5/2019,17:10,SXA,C1F1
FB1209,8/6/2019,15:25,FBX,8/6/2019,17:10,SXA,C1F1
FB1209,8/7/2019,15:25,FBX,8/7/2019,17:10,SXA,C1F1
FB1209,8/8/2019,15:25,FBX,8/8/2019,17:10,SXA,C1F1
FB1209,8/9/2019,15:25,FBX,8/9/2019,17:10,SXA,C1F1
FB1209,8/10/2019,15:25,FBX,8/10/2019,17:10,SXA,C1F1
FB1209,8/11/2019,15:25,FBX,8/11/2019,17:10,SXA,C1F1
FB1209,8/12/2019,15:25,FBX,8/12/2019,17:10,SXA,C1F1
FB1209,8/13/2019,15:25,FBX,8/13/2019,17:10,SXA,C1F1
FB1209,8/14/2019,15:25,FBX,8/14/2019,17:10,SXA,C1F1
FB1209,8/15/2019,15:25,FBX,8/15/2019,17:10,SXA,C1F1
FB1209,8/16/2019,15:25,FBX,8/16/2019,17:10,SXA,C1F1
FB1209,8/17/2019,15:25,FBX,8/17/2019,17:10,SXA,C1F1
FB1209,8/18/2019,15:25,FBX,8/18/2019,17:10,SXA,C1F1
FB1209,8/19/2019,15:25,FBX,8/19/2019,17:10,SXA,C1F1
FB1209,8/20/2019,15:25,FBX,8/20/2019,17:10,SXA,C1F1
FB1209,8/21/2019,15:25,FBX,8/21/2019,17:10,SXA,C1F1
FB1209,8/22/2019,15:25,FBX,8/22/2019,17:10,SXA,C1F1
FB1209,8/23/2019,15:25,FBX,8/23/2019,17:10,SXA,C1F1
FB1209,8/24/2019,15:25,FBX,8/24/2019,17:10,SXA,C1F1
FB1209,8/25/2019,15:25,FBX,8/25/2019,17:10,SXA,C1F1
FB1209,8/26/2019,15:25,FBX,8/26/2019,17:10,SXA,C1F1
FB1209,8/27/2019,15:25,FBX,8/27/2019,17:10,SXA,C1F1
FB1209,8/1/2019,15:25,THJ,8/1/2019,16:50,TGD,C1F1
FB1209,8/2/2019,15:25,THJ,8/2/2019,16:50,TGD,C1F1
FB1209,8/3/2019,15:25,THJ,8/3/2019,16:50,TGD,C1F1
FB1209,8/4/2019,15:25,THJ,8/4/2019,16:50,TGD,C1F1
FB1209,8/5/2019,15:25,THJ,8/5/2019,16:50,TGD,C1F1
FB680,8/6/2019,15:25,THJ,8/6/2019,16:50,TGD,C1F1
FB680,8/7/2019,15:25,THJ,8/7/2019,16:50,TGD,C1F1
FB680,8/8/2019,15:25,THJ,8/8/2019,16:50,TGD,C1F1
FB680,8/9/2019,15:25,THJ,8/9/2019,16:50,TGD,C1F1
FB680,8/10/2019,15:25,THJ,8/10/2019,16:50,TGD,C1F1
FB680,8/11/2019,15:25,THJ,8/11/2019,16:50,TGD,C1F1
FB680,8/12/2019,15:25,THJ,8/12/2019,16:50,TGD,C1F1
FB680,8/13/2019,15:25,THJ,8/13/2019,16:50,TGD,C1F1
FB680,8/14/2019,15:25,THJ,8/14/2019,16:50,TGD,C1F1
FB680,8/15/2019,15:25,THJ,8/15/2019,16:50,TGD,C1F1
FB680,8/16/2019,15:25,THJ,8/16/2019,16:50,TGD,C1F1
FB680,8/17/2019,15:25,THJ,8/17/2019,16:50,TGD,C1F1
FB680,8/18/2019,15:25,THJ,8/18/2019,16:50,TGD,C1F1
FB680,8/19/2019,15:25,THJ,8/19/2019,16:50,TGD,C1F1
FB680,8/20/2019,15:25,THJ,8/20/2019,16:50,TGD,C1F1
FB680,8/21/2019,15:25,THJ,8/21/2019,16:50,TGD,C1F1
FB680,8/22/2019,15:25,THJ,8/22/2019,16:50,TGD,C1F1
FB680,8/23/2019,15:25,THJ,8/23/2019,16:50,TGD,C1F1
FB680,8/24/2019,15:25,THJ,8/24/2019,16:50,TGD,C1F1
FB680,8/25/2019,15:25,THJ,8/25/2019,16:50,TGD,C1F1
FB680,8/26/2019,15:25,THJ,8/26/2019,16:50,TGD,C1F1
FB680,8/27/2019,15:25,THJ,8/27/2019,16:50,TGD,C1F1
FB680,8/28/2019,15:25,THJ,8/28/2019,16:50,TGD,C1F1
FB680,8/1/2019,15:30,TGD,8/1/2019,17:00,HWJ,C1F1
FB680,8/2/2019,15:30,TGD,8/2/2019,17:00,HWJ,C1F1
FB680,8/3/2019,15:30,TGD,8/3/2019,17:00,HWJ,C1F1
FB680,8/4/2019,15:30,TGD,8/4/2019,17:00,HWJ,C1F1
FB680,8/5/2019,15:30,TGD,8/5/2019,17:00,HWJ,C1F1
FB1103,8/6/2019,15:30,TGD,8/6/2019,17:00,HWJ,C1F1
FB1103,8/7/2019,15:30,TGD,8/7/2019,17:00,HWJ,C1F1
FB1103,8/8/2019,15:30,TGD,8/8/2019,17:00,HWJ,C1F1
FB1103,8/9/2019,15:30,TGD,8/9/2019,17:00,HWJ,C1F1
FB1103,8/10/2019,15:30,TGD,8/10/2019,17:00,HWJ,C1F1
FB1103,8/11/2019,15:30,TGD,8/11/2019,17:00,HWJ,C1F1
FB1103,8/12/2019,15:30,TGD,8/12/2019,17:00,HWJ,C1F1
FB1103,8/13/2019,15:30,TGD,8/13/2019,17:00,HWJ,C1F1
FB1103,8/14/2019,15:30,TGD,8/14/2019,17:00,HWJ,C1F1
FB1103,8/15/2019,15:30,TGD,8/15/2019,17:00,HWJ,C1F1
FB1103,8/16/2019,15:30,TGD,8/16/2019,17:00,HWJ,C1F1
FB1103,8/17/2019,15:30,TGD,8/17/2019,17:00,HWJ,C1F1
FB1103,8/18/2019,15:30,TGD,8/18/2019,17:00,HWJ,C1F1
FB1103,8/19/2019,15:30,TGD,8/19/2019,17:00,HWJ,C1F1
FB1103,8/20/2019,15:30,TGD,8/20/2019,17:00,HWJ,C1F1
FB1103,8/21/2019,15:30,TGD,8/21/2019,17:00,HWJ,C1F1
FB1103,8/22/2019,15:30,TGD,8/22/2019,17:00,HWJ,C1F1
FB1103,8/23/2019,15:30,TGD,8/23/2019,17:00,HWJ,C1F1
FB1103,8/24/2019,15:30,TGD,8/24/2019,17:00,HWJ,C1F1
FB1103,8/25/2019,15:30,TGD,8/25/2019,17:00,HWJ,C1F1
FB1103,8/26/2019,15:30,TGD,8/26/2019,17:00,HWJ,C1F1
FB1103,8/27/2019,15:30,TGD,8/27/2019,17:00,HWJ,C1F1
FB1103,8/28/2019,15:30,TGD,8/28/2019,17:00,HWJ,C1F1
FB1103,8/1/2019,15:30,NOU,8/1/2019,17:05,TGD,C1F1
FB1103,8/1/2019,15:30,HUK,8/1/2019,18:25,TGD,C1F1
FB1103,8/2/2019,15:30,NOU,8/2/2019,17:05,TGD,C1F1
FB1103,8/3/2019,15:30,NOU,8/3/2019,17:05,TGD,C1F1
FB1103,8/4/2019,15:30,NOU,8/4/2019,17:05,TGD,C1F1
FB68,8/5/2019,15:30,NOU,8/5/2019,17:05,TGD,C1F1
FB92,8/6/2019,15:30,NOU,8/6/2019,17:05,TGD,C1F1
FB68,8/7/2019,15:30,NOU,8/7/2019,17:05,TGD,C1F1
FB68,8/8/2019,15:30,NOU,8/8/2019,17:05,TGD,C1F1
FB68,8/9/2019,15:30,NOU,8/9/2019,17:05,TGD,C1F1
FB68,8/10/2019,15:30,NOU,8/10/2019,17:05,TGD,C1F1
FB68,8/10/2019,15:30,WXJ,8/10/2019,17:25,TGD,C1F1
FB68,8/11/2019,15:30,NOU,8/11/2019,17:05,TGD,C1F1
FB68,8/11/2019,15:30,WXJ,8/11/2019,17:25,TGD,C1F1
FB68,8/12/2019,15:30,NOU,8/12/2019,17:05,TGD,C1F1
FB68,8/12/2019,15:30,WXJ,8/12/2019,17:25,TGD,C1F1
FB574,8/13/2019,15:30,NOU,8/13/2019,17:05,TGD,C1F1
FB68,8/13/2019,15:30,WXJ,8/13/2019,17:25,TGD,C1F1
FB574,8/14/2019,15:30,NOU,8/14/2019,17:05,TGD,C1F1
FB68,8/14/2019,15:30,WXJ,8/14/2019,17:25,TGD,C1F1
FB574,8/15/2019,15:30,NOU,8/15/2019,17:05,TGD,C1F1
FB68,8/15/2019,15:30,WXJ,8/15/2019,17:25,TGD,C1F1
FB574,8/16/2019,15:30,NOU,8/16/2019,17:05,TGD,C1F1
FB68,8/16/2019,15:30,WXJ,8/16/2019,17:25,TGD,C1F1
FB574,8/17/2019,15:30,NOU,8/17/2019,17:05,TGD,C1F1
FB68,8/17/2019,15:30,WXJ,8/17/2019,17:25,TGD,C1F1
FB574,8/18/2019,15:30,NOU,8/18/2019,17:05,TGD,C1F1
FB68,8/18/2019,15:30,WXJ,8/18/2019,17:25,TGD,C1F1
FB574,8/8/2019,15:30,HOM,8/8/2019,16:35,XMH,C1F1
FB68,8/9/2019,15:30,HOM,8/9/2019,16:35,XMH,C1F1
FB574,8/10/2019,15:30,HOM,8/10/2019,16:35,XMH,C1F1
FB68,8/11/2019,15:30,HOM,8/11/2019,16:35,XMH,C1F1
FB574,8/12/2019,15:30,HOM,8/12/2019,16:35,XMH,C1F1
FB92,8/13/2019,15:30,HOM,8/13/2019,16:35,XMH,C1F1
FB1155,8/14/2019,15:30,HOM,8/14/2019,16:35,XMH,C1F1
FB1155,8/15/2019,15:30,HOM,8/15/2019,16:35,XMH,C1F1
FB1155,8/16/2019,15:30,HOM,8/16/2019,16:35,XMH,C1F1
FB1155,8/17/2019,15:30,HOM,8/17/2019,16:35,XMH,C1F1
FB1155,8/18/2019,15:30,HOM,8/18/2019,16:35,XMH,C1F1
FB1155,8/1/2019,15:35,MMY,8/1/2019,18:25,TGD,C1F1
FB1155,8/1/2019,15:35,WXJ,8/1/2019,17:30,TGD,C1F1
FB1155,8/2/2019,15:35,MMY,8/2/2019,18:25,TGD,C1F1
FB1155,8/2/2019,15:35,WXJ,8/2/2019,17:30,TGD,C1F1
FB1155,8/3/2019,15:35,MMY,8/3/2019,18:25,TGD,C1F1
FB1155,8/3/2019,15:35,WXJ,8/3/2019,17:30,TGD,C1F1
FB88,8/4/2019,15:35,WXJ,8/4/2019,17:30,TGD,C1F1
FB574,8/5/2019,15:35,WXJ,8/5/2019,17:30,TGD,C1F1
FB88,8/6/2019,15:35,WXJ,8/6/2019,17:30,TGD,C1F1
FB574,8/7/2019,15:35,WXJ,8/7/2019,17:30,TGD,C1F1
FB88,8/8/2019,15:35,WXJ,8/8/2019,17:30,TGD,C1F1
FB574,8/19/2019,15:35,WXJ,8/19/2019,17:30,TGD,C1F1
FB574,8/20/2019,15:35,WXJ,8/20/2019,17:30,TGD,C1F1
FB574,8/21/2019,15:35,WXJ,8/21/2019,17:30,TGD,C1F1
FB574,8/1/2019,15:35,SXA,8/1/2019,17:25,THJ,C1F1
FB574,8/2/2019,15:35,SXA,8/2/2019,17:25,THJ,C1F1
FB574,8/3/2019,15:35,SXA,8/3/2019,17:25,THJ,C1F1
FB574,8/4/2019,15:35,SXA,8/4/2019,17:25,THJ,C1F1
FB574,8/5/2019,15:35,SXA,8/5/2019,17:25,THJ,C1F1
FB574,8/6/2019,15:35,SXA,8/6/2019,17:25,THJ,C1F1
FB88,8/7/2019,15:35,SXA,8/7/2019,17:25,THJ,C1F1
FB574,8/8/2019,15:35,SXA,8/8/2019,17:25,THJ,C1F1
FB1862,8/9/2019,15:35,SXA,8/9/2019,17:25,THJ,C1F1
FB1862,8/10/2019,15:35,SXA,8/10/2019,17:25,THJ,C1F1
FB1862,8/11/2019,15:35,SXA,8/11/2019,17:25,THJ,C1F1
FB1862,8/12/2019,15:35,SXA,8/12/2019,17:25,THJ,C1F1
FB1862,8/13/2019,15:35,SXA,8/13/2019,17:25,THJ,C1F1
FB1862,8/14/2019,15:35,SXA,8/14/2019,17:25,THJ,C1F1
FB1862,8/15/2019,15:35,SXA,8/15/2019,17:25,THJ,C1F1
FB1862,8/16/2019,15:35,SXA,8/16/2019,17:25,THJ,C1F1
FB1862,8/17/2019,15:35,SXA,8/17/2019,17:25,THJ,C1F1
FB1862,8/18/2019,15:35,SXA,8/18/2019,17:25,THJ,C1F1
FB1862,8/19/2019,15:35,SXA,8/19/2019,17:25,THJ,C1F1
FB1862,8/20/2019,15:35,SXA,8/20/2019,17:25,THJ,C1F1
FB1862,8/21/2019,15:35,SXA,8/21/2019,17:25,THJ,C1F1
FB1862,8/22/2019,15:35,SXA,8/22/2019,17:25,THJ,C1F1
FB1862,8/23/2019,15:35,SXA,8/23/2019,17:25,THJ,C1F1
FB1862,8/24/2019,15:35,SXA,8/24/2019,17:25,THJ,C1F1
FB1862,8/25/2019,15:35,SXA,8/25/2019,17:25,THJ,C1F1
